model,pixels,image,true,predicted,cdiff,perturb_time,attack_time,total_time,avg_time_per_attack
resnet,5,8842,4,4,0.024601161,32.23959183692932,32.23959183692932,7218.053509950638,24.060178366502125
resnet,5,4304,6,6,0.0008031726,31.74573802947998,31.74573802947998,7218.053509950638,24.060178366502125
resnet,5,1919,4,4,0.0035011172,32.73399782180786,32.73399782180786,7218.053509950638,24.060178366502125
resnet,5,3839,5,5,0.010982394,32.3359854221344,32.3359854221344,7218.053509950638,24.060178366502125
resnet,5,9992,3,3,0.0007135272,32.559221029281616,32.559221029281616,7218.053509950638,24.060178366502125
resnet,5,2238,1,1,0.0017243028,32.29264831542969,32.29264831542969,7218.053509950638,24.060178366502125
resnet,5,5273,7,3,0.48297083,31.565590381622314,31.565590381622314,7218.053509950638,24.060178366502125
resnet,5,9523,5,5,0.006884575,32.39805245399475,32.39805245399475,7218.053509950638,24.060178366502125
resnet,5,3639,7,7,0.0012918711,31.920747995376587,31.920747995376587,7218.053509950638,24.060178366502125
resnet,5,830,1,1,0.0031446218,31.95643973350525,31.95643973350525,7218.053509950638,24.060178366502125
resnet,5,8785,8,8,0.073715806,32.17931652069092,32.17931652069092,7218.053509950638,24.060178366502125
resnet,5,1028,6,6,1.0728836e-06,3.8810739517211914,3.8810739517211914,7218.053509950638,24.060178366502125
resnet,5,6957,6,6,0.0017611384,31.603697061538696,31.603697061538696,7218.053509950638,24.060178366502125
resnet,5,1920,2,2,0.0386768,32.22817420959473,32.22817420959473,7218.053509950638,24.060178366502125
resnet,5,4621,8,8,0.008566797,32.0619957447052,32.0619957447052,7218.053509950638,24.060178366502125
resnet,5,4617,3,3,0.065503,31.631849765777588,31.631849765777588,7218.053509950638,24.060178366502125
resnet,5,5612,8,8,4.8279762e-05,32.402443647384644,32.402443647384644,7218.053509950638,24.060178366502125
resnet,5,3447,4,4,0.0004990697,31.7290518283844,31.7290518283844,7218.053509950638,24.060178366502125
resnet,5,2269,3,3,1.4305115e-05,32.10404849052429,32.10404849052429,7218.053509950638,24.060178366502125
resnet,5,3224,6,6,-1.1205673e-05,0.4518287181854248,0.4518287181854248,7218.053509950638,24.060178366502125
resnet,5,6878,5,5,0.0065098405,32.063758850097656,32.063758850097656,7218.053509950638,24.060178366502125
resnet,5,5393,4,4,0.023644567,31.679328680038452,31.679328680038452,7218.053509950638,24.060178366502125
resnet,5,1260,1,1,0.023572445,35.50878167152405,35.50878167152405,7218.053509950638,24.060178366502125
resnet,5,419,7,7,0.00085508823,35.548672676086426,35.548672676086426,7218.053509950638,24.060178366502125
resnet,5,4855,1,1,0.00038677454,32.6342396736145,32.6342396736145,7218.053509950638,24.060178366502125
resnet,5,60,7,7,4.2915344e-06,32.845842123031616,32.845842123031616,7218.053509950638,24.060178366502125
resnet,5,3813,8,8,0.016154647,32.36532545089722,32.36532545089722,7218.053509950638,24.060178366502125
resnet,5,15,8,8,0.043208778,33.09487819671631,33.09487819671631,7218.053509950638,24.060178366502125
resnet,5,2814,1,1,0.00522089,38.54889464378357,38.54889464378357,7218.053509950638,24.060178366502125
resnet,5,9907,1,1,0.082241476,59.82745862007141,59.82745862007141,7218.053509950638,24.060178366502125
resnet,5,3374,6,6,4.3034554e-05,61.48300313949585,61.48300313949585,7218.053509950638,24.060178366502125
resnet,5,1992,6,6,0.0009586215,68.07322669029236,68.07322669029236,7218.053509950638,24.060178366502125
resnet,5,6817,1,1,0.004024565,67.75880837440491,67.75880837440491,7218.053509950638,24.060178366502125
resnet,5,5587,0,0,0.012373745,67.34385228157043,67.34385228157043,7218.053509950638,24.060178366502125
